artist,title,venue,sido,sgg,start,end,n,type,conf,source,status
BABYMONSTER,2024 BABYMONSTER PRESENTS : SEE YOU THERE FINALE IN SEOUL,경희대학교 평화의전당,서울,동대문구,2024-08-10,2024-08-11,2,팬미팅,A,https://www.allkpop.com/article/2024/07/babymonsters-first-seoul-fan-meeting-expands-with-additional-seats,수집
BABYMONSTER,BABYMONSTER 1st WORLD TOUR [HELLO MONSTERS] IN SEOUL,KSPO DOME,서울,송파구,2025-01-25,2025-01-26,2,콘서트,A,https://en.wikipedia.org/wiki/Hello_Monsters_World_Tour,수집
BABYMONSTER,2026-27 BABYMONSTER WORLD TOUR [춤 (CHOOM)] IN SEOUL,잠실실내체육관,서울,송파구,2026-06-26,2026-06-28,3,콘서트,A,https://en.wikipedia.org/wiki/Choom_World_Tour,수집
(여자)아이들,2024 (G)I-DLE WORLD TOUR [iDOL] IN SEOUL,KSPO DOME,서울,송파구,2024-08-03,2024-08-04,2,콘서트,A,https://en.wikipedia.org/wiki/I-dol_World_Tour,수집
(여자)아이들,2026 i-dle WORLD TOUR [Syncopation] IN SEOUL,KSPO DOME,서울,송파구,2026-02-21,2026-02-22,2,콘서트,A,https://en.wikipedia.org/wiki/Syncopation_World_Tour,수집
박서진,2025-26 박서진 전국투어 콘서트 <MY NAME IS SEOJIN> - 서울,코엑스 Hall D,서울,강남구,2025-12-27,2025-12-28,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/210071,수집
박서진,2025-26 박서진 전국투어 콘서트 <MY NAME IS SEOJIN> - 대전,DCC 대전컨벤션센터,대전,유성구,2026-01-10,2026-01-11,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/210071,수집
박서진,2025-26 박서진 전국투어 콘서트 <MY NAME IS SEOJIN> - 고양(일산),킨텍스,경기,고양시,2026-02-21,2026-02-22,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/210071,수집
박서진,2025-26 박서진 전국투어 콘서트 <MY NAME IS SEOJIN> - 부산,BEXCO 오디토리움,부산,해운대구,2026-03-07,2026-03-08,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/210071,수집
박서진,2025-26 박서진 전국투어 콘서트 <MY NAME IS SEOJIN> - 광주,광주여자대학교 시립유니버시아드체육관,광주,광산구,2026-05-09,2026-05-10,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/212513,수집
박서진,2025-26 박서진 전국투어 콘서트 <MY NAME IS SEOJIN> - 대구,경북대학교 대강당,대구,북구,2026-06-13,2026-06-14,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/210071,수집
박서진,2025-26 박서진 전국투어 콘서트 <MY NAME IS SEOJIN> - 서울 앵콜,티켓링크 라이브 아레나,서울,,2026-07-04,2026-07-05,2,콘서트,B,https://www.topstarnews.net/news/articleView.html?idxno=16062173,수집
LE SSERAFIM,LE SSERAFIM FAN MEETING 'FEARNADA' 2024 S/S IN SEOUL,잠실실내체육관,서울,송파구,2024-05-11,2024-05-12,2,팬미팅,A,https://namu.wiki/w/LE%20SSERAFIM%20FAN%20MEETING%20'FEARNADA'%202024%20S/S,수집
LE SSERAFIM,2025 LE SSERAFIM TOUR 'EASY CRAZY HOT' IN INCHEON,인스파이어 아레나,인천,중구,2025-04-19,2025-04-20,2,콘서트,A,https://en.wikipedia.org/wiki/Easy_Crazy_Hot_Tour,수집
LE SSERAFIM,2025 LE SSERAFIM TOUR 'EASY CRAZY HOT' ENCORE IN SEOUL,잠실실내체육관,서울,송파구,2026-01-31,2026-02-01,2,콘서트,A,https://en.wikipedia.org/wiki/Easy_Crazy_Hot_Tour,수집
LE SSERAFIM,2026 LE SSERAFIM TOUR 'PUREFLOW' IN INCHEON,인스파이어 아레나,인천,중구,2026-07-11,2026-07-12,2,콘서트,A,https://en.wikipedia.org/wiki/Pureflow_Tour,수집
GOT7,2025 GOT7 CONCERT <NESTFEST> IN SEOUL,SK올림픽핸드볼경기장,서울,송파구,2025-01-31,2025-02-02,3,콘서트,A,https://namu.wiki/w/NESTFEST,수집
레드벨벳,"2024 Red Velvet FANCON TOUR <HAPPINESS : My Dear, ReVe1uv> in SEOUL",SK올림픽핸드볼경기장,서울,송파구,2024-08-02,2024-08-04,3,팬미팅,A,"https://en.wikipedia.org/wiki/Happiness:_My_Dear,_ReVe1uv",수집
레드벨벳,2026 Red Velvet FAN-CON <A Day in Red & Velvet>,고려대학교 화정체육관,서울,성북구,2026-07-31,2026-08-02,3,팬미팅,A,https://namu.wiki/w/A%20Day%20in%20Red%20&%20Velvet,수집
DAY6,DAY6 CONCERT [Welcome to the Show],잠실실내체육관,서울,송파구,2024-04-12,2024-04-14,3,콘서트,A,https://en.wikipedia.org/wiki/List_of_Day6_concert_tours,수집
DAY6,DAY6 3RD WORLD TOUR <FOREVER YOUNG> IN INCHEON,인스파이어 아레나,인천,중구,2024-09-20,2024-09-22,3,콘서트,A,https://en.wikipedia.org/wiki/List_of_Day6_concert_tours,수집
DAY6,DAY6 크리스마스 스페셜 콘서트,고척스카이돔,서울,구로구,2024-12-20,2024-12-21,2,콘서트,B,https://en.wikipedia.org/wiki/List_of_Day6_concert_tours,수집
DAY6,DAY6 3RD WORLD TOUR <FOREVER YOUNG> IN BUSAN,BEXCO 제1전시장,부산,해운대구,2025-02-01,2025-02-02,2,콘서트,A,https://www.gukjenews.com/news/articleView.html?idxno=3170429,수집
DAY6,DAY6 3RD WORLD TOUR <FOREVER YOUNG> IN DAEJEON,대전컨벤션센터,대전,유성구,2025-03-02,2025-03-03,2,콘서트,A,https://www.gukjenews.com/news/articleView.html?idxno=3170429,수집
DAY6,DAY6 3RD WORLD TOUR <FOREVER YOUNG> IN GWANGJU,광주여자대학교 시립유니버시아드체육관,광주,광산구,2025-03-15,2025-03-16,2,콘서트,A,https://en.wikipedia.org/wiki/List_of_Day6_concert_tours,수집
DAY6,DAY6 3RD WORLD TOUR <FOREVER YOUNG> IN DAEGU,EXCO,대구,북구,2025-03-29,2025-03-30,2,콘서트,A,https://www.gukjenews.com/news/articleView.html?idxno=3170429,수집
DAY6,DAY6 3RD WORLD TOUR <FOREVER YOUNG> FINALE IN SEOUL,KSPO DOME,서울,송파구,2025-05-09,2025-05-18,1,콘서트,B,https://en.wikipedia.org/wiki/List_of_Day6_concert_tours,수집
DAY6,DAY6 4TH FANMEETING <PIER 10: All My Days>,잠실실내체육관,서울,송파구,2025-07-18,2025-07-27,6,팬미팅,A,https://namu.wiki/w/PIER%2010:%20All%20My%20Days,수집
DAY6,DAY6 10th Anniversary Tour <The DECADE> IN GOYANG,고양종합운동장 주경기장,경기,고양시,2025-08-30,2025-08-31,2,콘서트,A,https://namu.wiki/w/The%20DECADE(%EC%BD%98%EC%84%9C%ED%8A%B8),수집
DAY6,DAY6 2025 CONCERT <The Present>,KSPO DOME,서울,송파구,2025-12-19,2025-12-21,3,콘서트,A,https://www.starnewskorea.com/music/2025/11/03/2025110310502441077,수집
DAY6,DAY6 10th Anniversary Tour <The DECADE> IN DAEGU,EXCO,대구,북구,2026-02-07,2026-02-08,2,콘서트,A,https://namu.wiki/w/The%20DECADE(%EC%BD%98%EC%84%9C%ED%8A%B8),수집
DAY6,DAY6 10th Anniversary Tour <The DECADE> IN GWANGJU,김대중컨벤션센터,광주,서구,2026-03-14,2026-03-15,2,콘서트,A,https://namu.wiki/w/The%20DECADE(%EC%BD%98%EC%84%9C%ED%8A%B8),수집
DAY6,DAY6 10th Anniversary Tour <The DECADE> IN DAEJEON,대전컨벤션센터,대전,유성구,2026-03-21,2026-03-22,2,콘서트,A,https://namu.wiki/w/The%20DECADE(%EC%BD%98%EC%84%9C%ED%8A%B8),수집
DAY6,DAY6 10th Anniversary Tour <The DECADE> IN BUSAN,BEXCO,부산,해운대구,2026-05-16,2026-05-17,2,콘서트,A,https://namu.wiki/w/The%20DECADE(%EC%BD%98%EC%84%9C%ED%8A%B8),수집
DAY6,DAY6 10th Anniversary Tour <The DECADE> FINALE IN SEOUL,KSPO DOME,서울,송파구,2026-07-03,2026-07-05,3,콘서트,A,https://namu.wiki/w/The%20DECADE(%EC%BD%98%EC%84%9C%ED%8A%B8),수집
영탁,"2024 영탁 단독 콘서트 ""TAK SHOW3"" - 서울",KSPO DOME,서울,송파구,2024-10-25,2024-10-27,3,콘서트,A,https://nomadlee.com/2024-%EC%98%81%ED%83%81-%EB%8B%A8%EB%8F%85-%EC%BD%98%EC%84%9C%ED%8A%B8-%EC%9D%BC%EC%A0%95/,수집
영탁,"2024 영탁 단독 콘서트 ""TAK SHOW3"" - 광주",,광주,,2024-11-09,2024-11-10,2,콘서트,B,https://www.stagepick.co.kr/performances/detail/191864,수집
영탁,"2024 영탁 단독 콘서트 ""TAK SHOW3"" - 강릉",가톨릭관동대학교 세바스티아노스포츠센터,강원,강릉시,2024-11-23,2024-11-24,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/191864,수집
영탁,"2024 영탁 단독 콘서트 ""TAK SHOW3"" - 대구",,대구,,2024-11-30,2024-12-01,2,콘서트,B,https://www.stagepick.co.kr/performances/detail/191864,수집
영탁,"2024 영탁 단독 콘서트 ""TAK SHOW3"" - 안동",,경북,안동시,2024-12-14,2024-12-15,2,콘서트,B,https://www.stagepick.co.kr/performances/detail/191864,수집
영탁,"2024 영탁 단독 콘서트 ""TAK SHOW3"" - 대전",,대전,,2024-12-28,2024-12-29,2,콘서트,B,https://www.stagepick.co.kr/performances/detail/191864,수집
영탁,"2024 영탁 단독 콘서트 ""TAK SHOW3"" - 부산",,부산,,2025-01-11,2025-01-12,2,콘서트,B,https://www.stagepick.co.kr/performances/detail/191864,수집
영탁,"2024 영탁 단독 콘서트 ""TAK SHOW3"" - 인천",,인천,,2025-01-18,2025-01-19,2,콘서트,B,https://www.stagepick.co.kr/performances/detail/191864,수집
영탁,"2024 영탁 단독 콘서트 ""TAK SHOW3"" - 서울 앵콜",,서울,,2025-02-22,2025-02-23,2,콘서트,B,https://www.stagepick.co.kr/performances/detail/191864,수집
영탁,"2025 영탁 단독 콘서트 ""TAK SHOW4"" - 서울",잠실실내체육관,서울,송파구,2025-08-08,2025-08-10,3,콘서트,A,https://www.stagepick.co.kr/performances/detail/200740,수집
영탁,"2025 영탁 단독 콘서트 ""TAK SHOW4"" - 대전",DCC 대전컨벤션센터,대전,유성구,2025-08-30,2025-08-31,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/200740,수집
영탁,"2025 영탁 단독 콘서트 ""TAK SHOW4"" - 전주",한국소리문화의전당 야외공연장,전북,전주시,2025-09-06,2025-09-07,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/200740,수집
영탁,"2025 영탁 단독 콘서트 ""TAK SHOW4"" - 대구",EXCO,대구,북구,2025-09-20,2025-09-21,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/200740,수집
영탁,"2025 영탁 단독 콘서트 ""TAK SHOW4"" - 인천",송도컨벤시아,인천,연수구,2025-10-11,2025-10-12,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/200740,수집
영탁,"2025 영탁 단독 콘서트 ""TAK SHOW4"" - 안동",안동체육관,경북,안동시,2025-10-25,2025-10-26,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/204388,수집
영탁,"2025 영탁 단독 콘서트 ""TAK SHOW4"" - 청주",청주대학교 석우문화체육관,충북,청주시,2025-11-08,2025-11-09,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/200740,수집
영탁,"2025 영탁 단독 콘서트 ""TAK SHOW4"" - 서울 앵콜",잠실실내체육관,서울,송파구,2026-01-09,2026-01-11,3,콘서트,A,https://www.stagepick.co.kr/performances/detail/200740,수집
몬스타엑스,2025 MONSTA X CONCERT <CONNECT X>,KSPO DOME,서울,송파구,2025-07-18,2025-07-20,3,콘서트,A,https://edaily.co.kr/News/Read?mediaCodeNo=258&newsId=02184486642169248,수집
몬스타엑스,2026 MONSTA X WORLD TOUR [THE X : NEXUS] IN SEOUL,KSPO DOME,서울,송파구,2026-01-30,2026-02-01,3,콘서트,A,https://www.stagepick.co.kr/performances/detail/208637,수집
이찬원,2024 이찬원 콘서트 '찬가(燦歌)' - 서울,KSPO DOME,서울,송파구,2024-06-08,2024-06-09,2,콘서트,A,https://ticket.yes24.com/Perf/49577,수집
이찬원,2024 이찬원 콘서트 '찬가(燦歌)' - 인천,삼산월드체육관,인천,부평구,2024-06-22,2024-06-23,2,콘서트,A,https://ticket.yes24.com/Perf/49578,수집
이찬원,2024 이찬원 콘서트 '찬가(燦歌)' - 안동,안동실내체육관,경북,안동시,2024-07-13,2024-07-14,2,콘서트,A,http://ticket.yes24.com/Perf/49579,수집
이찬원,2024 이찬원 콘서트 '찬가(燦歌)' - 수원,수원실내체육관,경기,수원시,2024-07-27,2024-07-28,2,콘서트,B,https://m.ekn.kr/view.php?key=20240722024270867,수집
이찬원,2024 이찬원 콘서트 '찬가(燦歌)' - 부산,BEXCO 제1전시장,부산,해운대구,2024-09-21,2024-09-22,2,콘서트,A,https://m.ekn.kr/view.php?key=20240722024270867,수집
이찬원,2024 이찬원 콘서트 '찬가(燦歌)' - 대구,EXCO 동관,대구,북구,2024-10-12,2024-10-13,2,콘서트,A,https://m.ekn.kr/view.php?key=20240722024270867,수집
이찬원,2024 이찬원 콘서트 '찬가(燦歌)' - 청주,청주대학교 석우문화체육관,충북,청주시,2024-11-02,2024-11-03,2,콘서트,A,https://ticket.yes24.com/Perf/50432,수집
이찬원,2024 이찬원 콘서트 '찬가(燦歌)' - 광주,김대중컨벤션센터,광주,서구,2024-11-23,2024-11-24,2,콘서트,A,https://m.ekn.kr/view.php?key=20240722024270867,수집
이찬원,2024 이찬원 콘서트 '찬가(燦歌)' - 서울 앵콜,KSPO DOME,서울,송파구,2024-12-13,2024-12-15,3,콘서트,A,http://m.ticket.yes24.com/Perf/51168,수집
이찬원,2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 서울,잠실실내체육관,서울,송파구,2025-12-12,2025-12-14,3,콘서트,A,https://www.stagepick.co.kr/performances/detail/208016,수집
이찬원,2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 대구,EXCO 동관,대구,북구,2025-12-25,2025-12-28,4,콘서트,A,https://www.stagepick.co.kr/performances/detail/208016,수집
이찬원,2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 인천,송도컨벤시아,인천,연수구,2026-01-10,2026-01-11,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/208016,수집
이찬원,2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 부산,BEXCO 제1전시장,부산,해운대구,2026-01-31,2026-02-01,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/208016,수집
이찬원,2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 진주,진주실내체육관,경남,진주시,2026-02-21,2026-02-22,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/208016,수집
이찬원,2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 광주,김대중컨벤션센터,광주,서구,2026-03-07,2026-03-08,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/208016,수집
이찬원,2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 대전,대전컨벤션센터,대전,유성구,2026-03-28,2026-03-29,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/208016,수집
이찬원,2025-2026 이찬원 콘서트 <찬가 : 찬란한 하루> - 서울 앵콜,KSPO DOME,서울,송파구,2026-05-09,2026-05-10,2,콘서트,A,https://www.stagepick.co.kr/performances/detail/208016,수집
정동원,2024 DMZ 평화콘서트,,경기,파주시,2024-09-07,2024-09-07,1,페스티벌출연,B,https://www.stagepick.co.kr/artists/detail/989,수집
정동원,제30회 드림콘서트,,경기,고양시,2024-10-19,2024-10-19,1,페스티벌출연,B,https://www.stagepick.co.kr/artists/detail/989,수집
정동원,정동원棟동 이야기話화 3rd 전국투어 콘서트 - 서울,올림픽공원 올림픽홀,서울,송파구,2025-03-28,2025-03-30,3,콘서트,A,https://www.stagepick.co.kr/artists/detail/989,수집
정동원,정동원棟동 이야기話화 3rd 전국투어 콘서트 - 부산,벡스코 오디토리움,부산,해운대구,2025-04-12,2025-04-13,2,콘서트,A,https://www.stagepick.co.kr/artists/detail/989,수집
정동원,정동원棟동 이야기話화 3rd 전국투어 콘서트 - 인천,송도컨벤시아,인천,연수구,2025-04-26,2025-04-27,2,콘서트,A,https://www.stagepick.co.kr/artists/detail/989,수집
정동원,정동원棟동 이야기話화 3rd 전국투어 콘서트 - 대구,,대구,,2025-05-03,2025-05-04,2,콘서트,A,https://www.stagepick.co.kr/artists/detail/989,수집
정동원,정동원棟동 이야기話화 3rd 전국투어 콘서트 - 성남,,경기,성남시,2025-05-10,2025-05-11,2,콘서트,A,https://www.stagepick.co.kr/artists/detail/989,수집
정동원,정동원棟동 이야기話화 3rd 전국투어 콘서트 - 수원,,경기,수원시,2025-05-24,2025-05-25,2,콘서트,A,https://www.stagepick.co.kr/artists/detail/989,수집
정동원,정동원棟동 이야기話화 3rd 전국투어 콘서트 - 대전,,대전,,2025-05-31,2025-06-01,2,콘서트,A,https://www.stagepick.co.kr/artists/detail/989,수집
정동원,2026 정동원 팬 콘서트 '오늘을 건너 내일 다시 만나는 길',킨텍스 제1전시장 1홀,경기,고양시,2026-02-13,2026-02-13,1,팬미팅,B,https://www.stagepick.co.kr/artists/detail/989,수집
정동원,2024 파크 콘서트,,경기,성남시,,,1,페스티벌출연,C,https://www.stagepick.co.kr/artists/detail/989,수집
IKON,2024 iKON FAN CONCERT : CURTAIN-CALL,KBS아레나,서울,강서구,2024-03-09,2024-03-09,1,팬미팅,A,https://www.ticketlink.co.kr/help/notice/58640,수집
IKON,iKON FOUREVER TOUR in SEOUL,장충체육관,서울,중구,2026-05-16,2026-05-17,2,콘서트,A,https://www.newspim.com/news/view/20260319000909,수집
아이오아이,2026 I.O.I Concert Tour: LOOP in SEOUL,잠실실내체육관,서울,송파구,2026-05-29,2026-05-31,3,콘서트,A,https://namu.wiki/w/2026%20I.O.I%20Concert%20Tour:%20LOOP,수집
이영지,LEE YOUNGJI 1st ASIA TOUR 'THE MAIN CHARACTER' in SEOUL,,서울,,2024-02-17,2024-02-18,2,콘서트,A,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,HIPHOPPLAYA FESTIVAL 2024,,서울,,2024-05-04,2024-05-05,1,페스티벌출연,B,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,서울재즈페스티벌 2024,올림픽공원,서울,송파구,2024-05-31,2024-06-02,1,페스티벌출연,B,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,HIPHOPPLAYA FESTIVAL 2025,킨텍스,경기,고양시,2025-05-03,2025-05-03,1,페스티벌출연,A,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,슈퍼팝 2025 코리아,킨텍스,경기,고양시,2025-05-17,2025-05-18,1,페스티벌출연,B,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,서울재즈페스티벌 2025,올림픽공원,서울,송파구,2025-05-30,2025-06-01,1,페스티벌출연,B,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,MyK FESTA,KSPO DOME,서울,송파구,2025-06-19,2025-06-21,1,페스티벌출연,B,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,워터밤 서울 2025,킨텍스 야외 글로벌 스테이지,경기,고양시,2025-07-04,2025-07-06,1,페스티벌출연,B,https://www.waterbombfestival.com/post/%EC%9B%8C%ED%84%B0%EB%B0%A4-%EC%84%9C%EC%9A%B8-2025-%EA%B0%9C%EC%B5%9C-%EC%9E%A5%EC%86%8C%EB%8A%94-%ED%82%A8%ED%85%8D%EC%8A%A4-%EC%95%BC%EC%99%B8-%EA%B8%80%EB%A1%9C%EB%B2%8C-%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%A7%80-7%EC%9B%94-4~6%EC%9D%BC,수집
이영지,워터밤 속초 2025,한화리조트 설악 쏘라노,강원,속초시,2025-08-23,2025-08-23,1,페스티벌출연,A,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,DMZ OPEN 콘서트 - 파주,임진각 평화누리 야외공연장,경기,파주시,2025-09-06,2025-09-06,1,페스티벌출연,B,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,쇼미더머니 콘서트 - WAKE UP,올림픽공원 올림픽홀,서울,송파구,2025-09-06,2025-09-07,1,콘서트,B,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,KB 조이올팍 페스티벌 2025,올림픽공원 88잔디마당,서울,송파구,2025-09-20,2025-09-21,1,페스티벌출연,B,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,구미 청춘 힙합 페스티벌,동락공원,경북,구미시,2025-10-18,2025-10-18,1,페스티벌출연,A,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,2025 Color in Music Festival - 인천,파라다이스시티,인천,중구,2025-11-01,2025-11-02,1,페스티벌출연,B,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,2026 LEE YOUNGJI WORLD TOUR <2.0> IN SEOUL,올림픽공원 올림픽홀,서울,송파구,2026-03-07,2026-03-08,2,콘서트,A,https://www.sportsseoul.com/news/read/1584723,수집
이영지,HIPHOPPLAYA FESTIVAL 2026 - 고양,,경기,고양시,2026-05-02,2026-05-02,1,페스티벌출연,A,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,2026 울산뮤직페스티벌,,울산,,2026-06-14,2026-06-15,1,페스티벌출연,B,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,2026 부산원아시아페스티벌 Big CONCERT,,부산,,2026-06-27,2026-06-28,1,페스티벌출연,B,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,워터밤 서울 2026,,서울,,2026-07-24,2026-07-26,1,페스티벌출연,B,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,워터밤 속초 2026,,강원,속초시,2026-08-22,2026-08-22,1,페스티벌출연,A,https://www.stagepick.co.kr/artists/detail/164,수집
이영지,테라와 함께하는 2026 이슬라이브 페스티벌 - 인천,,인천,,2026-09-12,2026-09-12,1,페스티벌출연,A,https://www.stagepick.co.kr/artists/detail/164,수집
박효신,박효신 LIVE A & E 2026,인천문학경기장 주경기장,인천,미추홀구,2026-04-04,2026-04-11,3,콘서트,A,https://www.stagepick.co.kr/performances/detail/210610,수집
아일릿,2025 ILLIT GLITTER DAY IN SEOUL,올림픽공원 올림픽홀,서울,송파구,2025-06-07,2025-06-08,2,팬미팅,A,https://namu.wiki/w/2025%20ILLIT%20GLITTER%20DAY,수집
아일릿,2025 ILLIT GLITTER DAY IN SEOUL (앙코르),올림픽공원 올림픽홀,서울,송파구,2025-11-08,2025-11-09,2,팬미팅,A,https://namu.wiki/w/2025%20ILLIT%20GLITTER%20DAY,수집
아일릿,ILLIT LIVE 'PRESS START♥︎' in SEOUL,티켓링크 라이브 아레나,서울,송파구,2026-03-14,2026-03-15,2,콘서트,A,https://namu.wiki/w/ILLIT%20LIVE%20'PRESS%20START%E2%99%A5%EF%B8%8E',수집
송가인,"2024 송가인 전국투어 콘서트 ""가인(佳人)의 선물"" - 서울",장충체육관,서울,중구,2024-03-16,2024-03-17,2,콘서트,A,http://m.ticket.yes24.com/Perf/48845,수집
송가인,"2024 송가인 전국투어 콘서트 ""가인(佳人)의 선물"" - 인천",남동체육관,인천,남동구,2024-03-23,2024-03-23,1,콘서트,A,https://magazine.musicow.com/%ED%8A%B8%EB%A1%9C%ED%8A%B8-%EB%A7%A4%EB%A0%A5-%EC%86%8D%EC%9C%BC%EB%A1%9C-2024-%EC%86%A1%EA%B0%80%EC%9D%B8-%EC%BD%98%EC%84%9C%ED%8A%B8-%EC%A0%84%EA%B5%AD-%ED%88%AC%EC%96%B4-%EC%9E%A5%EC%86%8C/,수집
송가인,"2024 송가인 전국투어 콘서트 ""가인(佳人)의 선물"" - 익산",원광대학교 문화체육관,전북,익산시,2024-03-30,2024-03-30,1,콘서트,A,https://magazine.musicow.com/%ED%8A%B8%EB%A1%9C%ED%8A%B8-%EB%A7%A4%EB%A0%A5-%EC%86%8D%EC%9C%BC%EB%A1%9C-2024-%EC%86%A1%EA%B0%80%EC%9D%B8-%EC%BD%98%EC%84%9C%ED%8A%B8-%EC%A0%84%EA%B5%AD-%ED%88%AC%EC%96%B4-%EC%9E%A5%EC%86%8C/,수집
송가인,"2024 송가인 전국투어 콘서트 ""가인(佳人)의 선물"" - 순천",순천만 에코문화교육센터 다목적홀,전남,순천시,2024-04-06,2024-04-06,1,콘서트,A,https://www.stagepick.co.kr/performances/detail/188511,수집
송가인,"2024 송가인 전국투어 콘서트 ""가인(佳人)의 선물"" - 수원",경기아트센터,경기,수원시,,,1,콘서트,C,https://www.ggac.or.kr/?p=14_view&idSchedule=12199&rp=14&ptype=2&year=2024&month=04,수집
김동률,2025 김동률 콘서트 '산책',KSPO DOME,서울,송파구,2025-11-08,2025-11-16,7,콘서트,A,https://www.stagepick.co.kr/performances/detail/203837,수집
슈퍼주니어,2024 SUPER JUNIOR <SUPER SHOW SPIN-OFF : Halftime> in SEOUL,KSPO DOME,서울,송파구,2024-06-22,2024-06-23,2,콘서트,A,https://www.xportsnews.com/article/1848831,수집
슈퍼주니어,SUPER JUNIOR WORLD TOUR - SUPER SHOW 10 in SEOUL,KSPO DOME,서울,송파구,2025-08-22,2025-08-24,3,콘서트,A,https://en.wikipedia.org/wiki/Super_Show_10,수집
슈퍼주니어,SUPER SHOW 10 : SJ-CORE (앙코르) in SEOUL,KSPO DOME,서울,송파구,2026-04-03,2026-04-05,3,콘서트,A,https://en.wikipedia.org/wiki/Super_Show_10,수집
박재범,2025 Jay Park World Tour 'Serenades & Body Rolls' In Seoul,올림픽공원 핸드볼경기장,서울,송파구,2025-05-24,2025-05-25,2,콘서트,A,https://www.starnewskorea.com/music/2025/03/19/2025031918264370271,수집
박재범,2026 JAY PARK WORLD TOUR 'SERENADES & BODY ROLLS' IN SEOUL : THE REPLAY,잠실실내체육관,서울,송파구,2026-08-29,2026-08-30,2,콘서트,A,https://www.starnewskorea.com/music/2026/08/31/2026083109472858349,수집
윤하,데뷔 20주년 기념 콘서트 <스물> in 서울,KSPO DOME(올림픽체조경기장),서울,송파구,2024-02-03,2024-02-04,2,콘서트,A,https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D,수집
윤하,데뷔 20주년 기념 콘서트 <스물> in 대전,대전컨벤션센터 제2전시장,대전,유성구,2024-02-24,2024-02-24,1,콘서트,A,https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D,수집
윤하,데뷔 20주년 기념 콘서트 <스물> in 대구,EXCO 컨벤션홀,대구,북구,2024-03-09,2024-03-09,1,콘서트,A,https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D,수집
윤하,데뷔 20주년 기념 콘서트 <스물> in 광주,광주여자대학교 유니버시아드체육관,광주,광산구,2024-03-16,2024-03-16,1,콘서트,A,https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D,수집
윤하,데뷔 20주년 기념 콘서트 <스물> in 부산,BEXCO 제1전시장,부산,해운대구,2024-03-23,2024-03-23,1,콘서트,A,https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D,수집
